ecgi,cluster,municipio,day_date,periodo,n_usuarios,n_sessoes,download_bytes,upload_bytes,dur_media_s,drop_pct_medio,congestionamento_medio,chamadas_total,mensagens_total,lat,lon
7240501004550410,UFSC,Florianopolis,2026-03-06,NOITE,2263,10249,158686645857,23478581808,482,0.0686,0.355,7277,5950,-27.590569,-48.557111
7240501005162678,SC401_CORREDOR,Florianopolis,2026-03-06,TARDE,1862,8574,125006025649,19042534955,480,0.0676,0.349,6105,4702,-27.578497,-48.510581
7240501005162562,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-06,MADRUGADA,536,2044,28446169684,4150904915,471,0.0688,0.341,1463,1184,-27.604942,-48.594306
724050699979439,SAO_JOSE_CENTRO,Sao Jose,2026-03-06,MADRUGADA,1128,4235,73857442065,11347010078,481,0.0656,0.347,3034,2434,-27.600028,-48.608417
724050698410114,BIGUACU_BR101_NORTE,Biguacu,2026-03-07,NOITE,2493,12224,232059649178,34578519988,478,0.0691,0.345,8577,6936,-27.531419,-48.635089
724050697341860,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-07,MANHA,1126,4422,77624490153,11676835084,477,0.0685,0.361,3221,2575,-27.596094,-48.599653
724050696484277,CAMPECHE,Florianopolis,2026-03-07,TARDE,2190,10611,191697448163,28546933532,480,0.0673,0.354,7532,5866,-27.682578,-48.491986
724050685015394,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-08,MANHA,1249,4884,85535291102,13180649611,469,0.068,0.357,3630,2956,-27.586064,-48.609675
7240501005162791,RESIDENCIAL_NORTE,Florianopolis,2026-03-08,MADRUGADA,571,2206,39615725119,6109465806,486,0.0706,0.358,1593,1228,-27.529167,-48.510831
7240501005162791,RESIDENCIAL_NORTE,Florianopolis,2026-03-08,NOITE,2434,11474,215885803992,32653148092,484,0.0695,0.352,8198,6626,-27.529167,-48.510831
724050699925231,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-09,MANHA,1770,7640,115878398101,17295472436,485,0.0676,0.352,5566,4428,-27.600833,-48.648111
724050699925231,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-09,MADRUGADA,617,2348,30743955322,4640378642,486,0.0666,0.343,1657,1313,-27.600833,-48.648111
7240501005162627,VIA_EXPRESSA_CORREDOR,Florianopolis,2026-03-09,NOITE,2058,9160,138597050308,20495104923,478,0.0692,0.352,6719,5376,-27.603889,-48.577778
724050699871808,SAO_JOSE_CENTRO,Sao Jose,2026-03-09,NOITE,3446,15929,300705365068,44658471528,476,0.0692,0.345,11247,9220,-27.618972,-48.634694
7240501005162759,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-09,NOITE,1676,7229,98415912170,14913579044,484,0.0687,0.355,5215,4263,-27.597667,-48.585108
724050698586638,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-10,TARDE,2035,9631,135673383796,20450709025,488,0.0685,0.349,6862,5429,-27.607781,-48.634719
7240501000087309,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-10,TARDE,2038,9372,130224193018,19294966816,487,0.0688,0.348,6637,5389,-27.584058,-48.619528
7240501000087309,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-10,MANHA,1710,7446,102383036103,15202303491,483,0.0682,0.35,5287,4223,-27.584058,-48.619528
724050699925231,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-11,TARDE,2103,9610,139991109510,21117526769,482,0.0691,0.352,6876,5555,-27.600833,-48.648111
7240501000087309,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-11,TARDE,2013,9368,124025275318,18689376276,474,0.07,0.345,6767,5308,-27.584058,-48.619528
724050699844282,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-11,MADRUGADA,640,2301,31900496858,4838012110,482,0.0686,0.346,1758,1367,-27.594139,-48.612611
724050699842719,SAO_JOSE_ROÇADO,Sao Jose,2026-03-12,NOITE,1153,4846,67700405626,10169811560,472,0.0684,0.354,3398,2811,-27.56575,-48.626139
724050699842719,SAO_JOSE_ROÇADO,Sao Jose,2026-03-12,TARDE,1352,6152,82397433311,12092332399,477,0.0677,0.351,4385,3547,-27.56575,-48.626139
7240501003862931,CBD_BEIRAMAR,Florianopolis,2026-03-13,NOITE,2117,9269,137686937113,20456794987,480,0.0684,0.349,6583,5235,-27.591397,-48.54975
724050699871824,SAO_JOSE_ROÇADO,Sao Jose,2026-03-14,NOITE,1403,6459,101140505680,14683784981,479,0.0694,0.348,4588,3664,-27.570472,-48.644611
7240501005162589,CAMPECHE,Florianopolis,2026-03-14,TARDE,2226,10428,200806103274,29112336738,483,0.0676,0.346,7470,5874,-27.751942,-48.504442
7240501005162589,CAMPECHE,Florianopolis,2026-03-14,MANHA,1245,4957,89885673806,13617050459,486,0.0681,0.356,3620,2950,-27.751942,-48.504442
7240501005162589,CAMPECHE,Florianopolis,2026-03-14,NOITE,2225,10457,192988726208,28742602105,477,0.0683,0.351,7513,6003,-27.751942,-48.504442
724050699871808,SAO_JOSE_CENTRO,Sao Jose,2026-03-15,MADRUGADA,1001,3779,82248110789,12627819030,479,0.0685,0.357,2700,2123,-27.618972,-48.634694
7240501003370664,SAO_JOSE_BARREIROS,Palhoca,2026-03-11,NOITE,3924,16892,598414726243,90111906472,481,0.0684,0.348,12213,9722,-27.673358,-48.656689
7240501005309970,AEROPORTO_HLZ,Florianopolis,2026-03-01,TARDE,2234,10585,196396722792,28972221727,480,0.0682,0.35,7711,6117,-27.699858,-48.550608
724050685015130,PALHOCA_PEDRA_BRANCA,Palhoca,2026-03-02,MANHA,2499,11100,218816808544,32665162234,477,0.0707,0.355,8003,6292,-27.622639,-48.674258
724050685015130,PALHOCA_PEDRA_BRANCA,Palhoca,2026-03-02,NOITE,2510,11277,223053975757,32802048779,479,0.069,0.35,7871,6639,-27.622639,-48.674258
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-03,MANHA,1526,6662,99102612928,14923558952,482,0.0688,0.347,4831,3776,-27.538056,-48.527389
7240501005162538,AEROPORTO_HLZ,Florianopolis,2026-03-04,MANHA,1719,7599,103097376722,15406746805,483,0.0676,0.351,5217,4245,-27.66,-48.543331
7240501005162538,AEROPORTO_HLZ,Florianopolis,2026-03-04,NOITE,1770,7844,104023836623,15679519171,480,0.0682,0.351,5627,4544,-27.66,-48.543331
7240501005162538,AEROPORTO_HLZ,Florianopolis,2026-03-04,MADRUGADA,591,2274,30977014210,4657611117,463,0.0686,0.353,1600,1269,-27.66,-48.543331
724050697341860,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-04,MANHA,1534,6706,93446811552,13696687520,472,0.068,0.348,4555,3691,-27.596094,-48.599653
724050699654513,LAGOA_CONCEICAO,Florianopolis,2026-03-04,MADRUGADA,582,2127,29964370173,4420330089,458,0.0703,0.349,1574,1198,-27.572611,-48.430139
724050698098013,SC401_CORREDOR,Florianopolis,2026-03-05,MANHA,1521,6440,86301519214,12860811045,476,0.0677,0.349,4787,3799,-27.574,-48.533583
724050696233975,PALHOCA_PEDRA_BRANCA,Palhoca,2026-03-06,MADRUGADA,879,3384,68459781190,10140649130,491,0.0686,0.349,2380,1899,-27.641511,-48.7061
724050683793438,NORTE_ILHA,Florianopolis,2026-03-07,TARDE,1908,9023,152878731297,22688134121,477,0.0678,0.352,6530,5279,-27.482269,-48.491897
7240501005162554,VIA_EXPRESSA_CORREDOR,Florianopolis,2026-03-07,MADRUGADA,607,2235,43231419550,6495171324,482,0.067,0.358,1594,1291,-27.616389,-48.587497
7240501003962715,BIGUACU_BR101_NORTE,Biguacu,2026-03-07,MANHA,1413,5920,108289588377,16089406925,493,0.0679,0.348,4131,3360,-27.508108,-48.654131
724050698571150,SAO_JOSE_ROÇADO,Sao Jose,2026-03-07,MANHA,888,3554,53426806693,8225976438,502,0.0668,0.353,2391,2030,-27.582717,-48.641497
724050698571150,SAO_JOSE_ROÇADO,Sao Jose,2026-03-07,NOITE,1513,7083,106933923978,15714155935,486,0.0682,0.353,5073,3930,-27.582717,-48.641497
7240501005162686,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-08,MANHA,1129,4490,76393381974,11246507951,489,0.0692,0.355,3251,2647,-27.580831,-48.594167
7240501005162686,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-08,NOITE,1983,9533,158608283720,23633497162,483,0.0685,0.35,6658,5452,-27.580831,-48.594167
7240501005162660,JURERE,Florianopolis,2026-03-08,MANHA,1137,4581,90865158628,13591537331,476,0.068,0.352,3317,2667,-27.439567,-48.501131
724050699925258,SAO_JOSE_ROÇADO,Sao Jose,2026-03-10,MANHA,1166,4970,63006046764,9440930470,461,0.0688,0.357,3544,2889,-27.5465,-48.629694
724050683793381,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-10,MANHA,1614,6977,101433479018,15366203995,479,0.0685,0.349,4987,3942,-27.599258,-48.579861
724050684641828,CAMPECHE,Florianopolis,2026-03-11,MADRUGADA,591,2260,32761718583,5159100515,477,0.0686,0.351,1601,1273,-27.656481,-48.509303
724050684142457,CBD_BEIRAMAR,Florianopolis,2026-03-11,MANHA,2034,8829,127269823587,19417835867,474,0.0674,0.351,6097,5149,-27.585,-48.544722
724050696484277,CAMPECHE,Florianopolis,2026-03-11,TARDE,2088,9711,138201296087,20085349918,478,0.0697,0.354,6981,5483,-27.682578,-48.491986
724050698410254,JURERE,Florianopolis,2026-03-13,TARDE,1980,9320,135443887075,20595184166,484,0.0681,0.355,6525,5162,-27.489517,-48.535633
724050683935135,CANASVIEIRAS,Florianopolis,2026-03-13,MANHA,2096,9380,159819987574,23859048883,475,0.0687,0.347,6772,5301,-27.4292,-48.458697
724050683793438,NORTE_ILHA,Florianopolis,2026-03-13,MANHA,1599,7203,94826384796,14212135857,492,0.067,0.35,5204,4006,-27.482269,-48.491897
724050699654467,SC401_CORREDOR,Florianopolis,2026-03-14,NOITE,1963,9099,172102841283,25720790871,474,0.0694,0.35,6500,5116,-27.574556,-48.510583
7240501005319917,SC401_CORREDOR,Florianopolis,2026-03-14,NOITE,1959,9081,163689636922,24758629403,482,0.0682,0.352,6577,5196,-27.56265,-48.516522
7240501004978224,BIGUACU_BR101_NORTE,Biguacu,2026-03-09,MANHA,2146,9662,154442625500,23229827965,493,0.0692,0.348,6842,5389,-27.508108,-48.654131
724050684144778,CBD_BEIRAMAR,Florianopolis,2026-03-15,MADRUGADA,557,2084,39428123369,5882099181,466,0.07,0.355,1448,1138,-27.595694,-48.548194
724050699654513,LAGOA_CONCEICAO,Florianopolis,2026-03-01,NOITE,2107,9875,177194249437,26149627708,480,0.0696,0.352,6993,5542,-27.572611,-48.430139
7240501005162546,CAMPECHE,Florianopolis,2026-03-01,TARDE,2336,11129,189115370007,28629310162,486,0.0695,0.356,8061,6314,-27.680831,-48.4925
7240501005162546,CAMPECHE,Florianopolis,2026-03-01,MANHA,1217,4777,84124895546,12567972301,473,0.068,0.346,3438,2765,-27.680831,-48.4925
724050697342212,RESIDENCIAL_NORTE,Florianopolis,2026-03-02,TARDE,2379,11031,162868936515,24541675603,485,0.0687,0.35,7859,6371,-27.528831,-48.513689
724050699654432,TRINDADE,Florianopolis,2026-03-03,TARDE,2527,11981,180373276041,27002202503,474,0.0682,0.346,8464,6841,-27.594083,-48.521139
7240501005172223,TRINDADE,Florianopolis,2026-03-03,NOITE,2155,9615,142353744173,21323024365,485,0.0705,0.355,6948,5379,-27.605831,-48.531389
724050696484323,NORTE_ILHA,Florianopolis,2026-03-04,NOITE,1536,6617,93207494428,13852930877,483,0.0678,0.346,4928,3902,-27.497669,-48.419811
724050696484323,NORTE_ILHA,Florianopolis,2026-03-04,MADRUGADA,467,1733,25848056770,3791566983,491,0.068,0.337,1306,984,-27.497669,-48.419811
7240501004550410,UFSC,Florianopolis,2026-03-04,MADRUGADA,723,2770,42636162452,6431679786,472,0.0681,0.34,1968,1643,-27.590569,-48.557111
724050699842719,SAO_JOSE_ROÇADO,Sao Jose,2026-03-04,NOITE,1236,5396,68208386412,10028743405,475,0.0692,0.349,3784,2913,-27.56575,-48.626139
7240501005162619,TRINDADE,Florianopolis,2026-03-05,MADRUGADA,731,2740,42784906332,6574435172,471,0.0701,0.357,1975,1665,-27.588331,-48.498056
724050698410270,INGLESES,Florianopolis,2026-03-05,NOITE,1656,7350,108961871478,16742725460,483,0.0684,0.351,5116,4281,-27.462892,-48.383642
724050698410270,INGLESES,Florianopolis,2026-03-05,TARDE,1977,8969,137027585831,20295378527,477,0.0687,0.349,6438,5295,-27.462892,-48.383642
724050698410270,INGLESES,Florianopolis,2026-03-05,MANHA,1604,6929,104665203603,15671404056,481,0.0691,0.351,4938,4107,-27.462892,-48.383642
724050699844282,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-07,TARDE,2251,10709,178928485267,26563537763,481,0.0682,0.354,7484,6101,-27.594139,-48.612611
724050699844282,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-07,MADRUGADA,555,2058,35037672697,5154602931,497,0.0662,0.349,1442,1218,-27.594139,-48.612611
7240501005162708,INGLESES,Florianopolis,2026-03-07,TARDE,2054,9849,182317611279,26991283990,481,0.069,0.344,7173,5647,-27.441667,-48.385831
7240501005162708,INGLESES,Florianopolis,2026-03-07,MANHA,1106,4627,80851708693,11964483552,456,0.069,0.355,3283,2608,-27.441667,-48.385831
724050698410270,INGLESES,Florianopolis,2026-03-10,NOITE,1700,7447,105653611799,16101573600,483,0.0693,0.349,5391,4325,-27.462892,-48.383642
7240501005172223,TRINDADE,Florianopolis,2026-03-12,MANHA,2050,9030,135616171058,20020425305,476,0.0691,0.348,6384,5234,-27.605831,-48.531389
7240501005172223,TRINDADE,Florianopolis,2026-03-12,MADRUGADA,714,2708,39944941629,5860977898,476,0.069,0.353,1857,1468,-27.605831,-48.531389
7240501005938420,AEROPORTO_HLZ,Florianopolis,2026-03-15,NOITE,2158,10329,186394858397,28065500206,472,0.0678,0.347,7378,5862,-27.722875,-48.563117
7240501005938420,AEROPORTO_HLZ,Florianopolis,2026-03-15,MADRUGADA,478,1888,34006295009,4984905323,478,0.0674,0.365,1321,1023,-27.722875,-48.563117
7240501004011684,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-15,MANHA,1166,4768,82285746306,12316078737,477,0.0674,0.35,3313,2671,-27.594453,-48.586731
7240501003510334,CBD_BEIRAMAR,Florianopolis,2026-03-03,MADRUGADA,709,2656,38601045705,5922113737,471,0.0674,0.334,2047,1607,-27.580392,-48.542172
7240501005162651,INGLESES,Florianopolis,2026-03-07,MANHA,1144,4658,80009626890,12105239978,475,0.0675,0.35,3314,2524,-27.466247,-48.382028
7240501003862931,CBD_BEIRAMAR,Florianopolis,2026-03-09,MANHA,2183,9610,134324991368,20176243259,477,0.0683,0.352,6701,5284,-27.591397,-48.54975
7240501005162600,CBD_BEIRAMAR,Florianopolis,2026-03-11,MADRUGADA,747,2734,43442108590,6535587410,467,0.0665,0.362,2023,1654,-27.585,-48.543889
724050684142457,CBD_BEIRAMAR,Florianopolis,2026-03-12,TARDE,2378,10886,162310179318,24513636715,488,0.0692,0.357,7844,6193,-27.585,-48.544722
724050684142457,CBD_BEIRAMAR,Florianopolis,2026-03-13,NOITE,2173,9656,144266812965,21513075195,478,0.0688,0.351,6877,5472,-27.585,-48.544722
7240501003484449,CBD_BEIRAMAR,Florianopolis,2026-03-14,MADRUGADA,580,2095,38384260421,5694210711,469,0.0689,0.332,1535,1153,-27.594881,-48.54445
7240501003484449,CBD_BEIRAMAR,Florianopolis,2026-03-15,NOITE,2620,11966,233465575126,35343431630,477,0.0689,0.348,8550,7041,-27.594881,-48.54445
7240501003508453,VIA_EXPRESSA_CORREDOR,Florianopolis,2026-03-01,TARDE,2502,12274,229078711817,34239660492,483,0.0677,0.345,8674,7103,-27.603972,-48.581722
724050699925282,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-01,MANHA,1245,4916,88040780792,12940823592,490,0.0701,0.351,3596,2799,-27.599583,-48.620278
724050696484269,AEROPORTO_HLZ,Florianopolis,2026-03-02,TARDE,2074,9533,143789647617,21625430552,471,0.0668,0.348,6875,5424,-27.664203,-48.534994
724050696484269,AEROPORTO_HLZ,Florianopolis,2026-03-02,MANHA,1697,7382,104234563649,15631103276,464,0.0688,0.35,5391,4316,-27.664203,-48.534994
7240501005162538,AEROPORTO_HLZ,Florianopolis,2026-03-02,TARDE,2019,9508,141011901072,21573324636,479,0.0682,0.35,6782,5442,-27.66,-48.543331
7240501005162538,AEROPORTO_HLZ,Florianopolis,2026-03-02,MADRUGADA,501,1828,27313076329,4169865603,487,0.0665,0.349,1285,1041,-27.66,-48.543331
724050699842719,SAO_JOSE_ROÇADO,Sao Jose,2026-03-02,TARDE,1341,6256,73770880350,11255918339,477,0.0695,0.356,4375,3574,-27.56575,-48.626139
724050699842719,SAO_JOSE_ROÇADO,Sao Jose,2026-03-02,MADRUGADA,385,1374,19633351011,2977937939,464,0.0681,0.325,970,795,-27.56575,-48.626139
724050684142570,RESIDENCIAL_NORTE,Florianopolis,2026-03-03,MADRUGADA,617,2332,33398431786,4778854907,462,0.0704,0.343,1766,1373,-27.529258,-48.514072
724050699925240,ESTREITO_CAPOEIRAS,Sao Jose,2026-03-03,NOITE,1681,7400,98183130045,14621379129,478,0.0691,0.357,5141,4091,-27.571944,-48.603917
724050685014142,ESTREITO_CAPOEIRAS,Florianopolis,2026-03-04,NOITE,1716,7328,98591475894,14928947712,484,0.0678,0.347,5355,4390,-27.605047,-48.594306
7240501005162643,RESIDENCIAL_NORTE,Florianopolis,2026-03-04,NOITE,2069,9157,126724157301,19084215650,480,0.068,0.352,6600,5263,-27.542653,-48.505306
7240501005938420,AEROPORTO_HLZ,Florianopolis,2026-03-04,NOITE,1781,8000,117326015366,17597556729,475,0.0694,0.349,5664,4572,-27.722875,-48.563117
724050698422520,SC401_CORREDOR,Florianopolis,2026-03-04,MADRUGADA,525,1864,28787802357,4205947254,481,0.0716,0.351,1397,1210,-27.5843,-48.501864
7240501005162775,CANASVIEIRAS,Florianopolis,2026-03-05,NOITE,2187,10099,163027675267,24506567912,474,0.0685,0.355,7039,5676,-27.434294,-48.460597
724050697341879,RESIDENCIAL_NORTE,Florianopolis,2026-03-06,MADRUGADA,713,2691,42948074064,6580781495,479,0.0698,0.335,1957,1511,-27.542733,-48.505306
724050684646269,SAO_JOSE_CENTRO,Sao Jose,2026-03-06,MADRUGADA,1162,4395,79534668289,11546361089,479,0.0685,0.351,3122,2424,-27.608008,-48.62685
724050699654467,SC401_CORREDOR,Florianopolis,2026-03-06,MANHA,1597,7017,92764553796,14152427031,463,0.0669,0.347,4931,3926,-27.574556,-48.510583
724050699654467,SC401_CORREDOR,Florianopolis,2026-03-06,NOITE,1587,6953,100512237899,14834130196,482,0.069,0.341,5044,4033,-27.574556,-48.510583
724050699654467,SC401_CORREDOR,Florianopolis,2026-03-06,TARDE,1892,8924,126097023192,18677383838,480,0.0681,0.352,6268,4992,-27.574556,-48.510583
724050699109663,NORTE_ILHA,Florianopolis,2026-03-09,MANHA,1480,6458,97463577158,14451496394,484,0.0695,0.352,4635,3730,-27.482361,-48.491944
724050699109663,NORTE_ILHA,Florianopolis,2026-03-09,TARDE,1892,8901,132093051576,19757633927,469,0.0689,0.341,6221,5026,-27.482361,-48.491944
7240501003508453,VIA_EXPRESSA_CORREDOR,Florianopolis,2026-03-09,MANHA,1965,8773,134186027756,19386180582,479,0.0683,0.341,6194,5037,-27.603972,-48.581722
7240501003508453,VIA_EXPRESSA_CORREDOR,Florianopolis,2026-03-09,TARDE,2276,10780,159756216822,23773159738,475,0.0683,0.351,7784,6111,-27.603972,-48.581722
724050683935135,CANASVIEIRAS,Florianopolis,2026-03-10,NOITE,2170,9792,151513724034,22661824516,476,0.0674,0.347,6863,5636,-27.4292,-48.458697
7240501005162546,CAMPECHE,Florianopolis,2026-03-12,NOITE,1908,8350,119738690765,18249902641,478,0.0703,0.357,5973,4819,-27.680831,-48.4925
724050699654467,SC401_CORREDOR,Florianopolis,2026-03-12,MANHA,1599,6768,100447610348,14757397609,473,0.0674,0.359,4861,4000,-27.574556,-48.510583
724050699925215,ESTREITO_CAPOEIRAS,Sao Jose,2026-03-13,MANHA,1574,6902,95674609393,14077954797,489,0.069,0.35,4921,4030,-27.578972,-48.609
7240501005162694,NORTE_ILHA,Florianopolis,2026-03-13,TARDE,1819,8331,111419821402,16490984251,482,0.0701,0.353,5928,4767,-27.481442,-48.49175
724050684144778,CBD_BEIRAMAR,Florianopolis,2026-03-13,NOITE,2182,9623,145942718070,21500275844,485,0.0689,0.341,6700,5496,-27.595694,-48.548194
7240501005162724,CAMPECHE,Florianopolis,2026-03-15,TARDE,2108,10269,176435635019,26454195577,475,0.0675,0.347,7242,5718,-27.658331,-48.505831
7240501005162724,CAMPECHE,Florianopolis,2026-03-15,MADRUGADA,531,1855,34565157949,5369843910,486,0.0672,0.347,1338,1146,-27.658331,-48.505831
724050696233975,PALHOCA_PEDRA_BRANCA,Palhoca,2026-03-15,TARDE,3184,15460,388881197584,58458082638,477,0.069,0.35,11130,8785,-27.641511,-48.7061
724050684142570,RESIDENCIAL_NORTE,Florianopolis,2026-03-02,TARDE,2328,11013,157954329993,23570189499,471,0.0678,0.355,7872,6266,-27.529258,-48.514072
724050699979439,SAO_JOSE_CENTRO,Sao Jose,2026-03-02,NOITE,3346,15511,294436136293,45061976064,481,0.0693,0.346,11152,8721,-27.600028,-48.608417
724050699979439,SAO_JOSE_CENTRO,Sao Jose,2026-03-02,TARDE,3950,19418,360435661271,53389942058,485,0.0688,0.351,13759,11075,-27.600028,-48.608417
724050688192491,SAO_JOSE_ROÇADO,Sao Jose,2026-03-04,MANHA,1146,4889,62831083107,9258592272,489,0.0688,0.35,3492,2776,-27.570694,-48.644742
724050688192491,SAO_JOSE_ROÇADO,Sao Jose,2026-03-04,TARDE,1400,6295,83855827417,12490026000,476,0.0686,0.347,4484,3713,-27.570694,-48.644742
724050685015378,SAO_JOSE_ROÇADO,Sao Jose,2026-03-04,MANHA,1217,5369,63658459616,9307531273,475,0.0684,0.343,3839,3124,-27.567222,-48.617175
724050684641844,NORTE_ILHA,Florianopolis,2026-03-05,MANHA,1604,6935,92327940577,13580507417,472,0.0709,0.351,5017,3867,-27.451714,-48.452175
7240501005162643,RESIDENCIAL_NORTE,Florianopolis,2026-03-13,TARDE,2255,10565,158686245431,23968676816,484,0.0679,0.347,7687,6050,-27.542653,-48.505306
7240501005373318,CENTRO_HISTORICO,Florianopolis,2026-03-10,MADRUGADA,1495,5613,199442503175,29954106702,484,0.0672,0.349,3981,3092,-27.60395,-48.546242
724050684145529,LAGOA_CONCEICAO,Florianopolis,2026-03-15,NOITE,2187,10478,181715709072,27804099821,487,0.0694,0.351,7399,6089,-27.6044,-48.4752
724050684145529,LAGOA_CONCEICAO,Florianopolis,2026-03-01,NOITE,2095,10010,170038627277,25496617850,479,0.0678,0.353,7130,5661,-27.6044,-48.4752
724050684145529,LAGOA_CONCEICAO,Florianopolis,2026-03-01,TARDE,2204,10806,198939138861,30298181813,482,0.0674,0.339,7530,6017,-27.6044,-48.4752
7240501005162791,RESIDENCIAL_NORTE,Florianopolis,2026-03-02,NOITE,2105,9445,141687730348,21614932652,478,0.0681,0.351,6580,5307,-27.529167,-48.510831
724050699109663,NORTE_ILHA,Florianopolis,2026-03-05,MANHA,1524,6562,86910779944,13073402379,483,0.0695,0.344,4734,3734,-27.482361,-48.491944
7240501003494940,SC401_CORREDOR,Florianopolis,2026-03-05,MANHA,1538,6685,100048140387,15201411607,473,0.068,0.351,4764,3733,-27.578531,-48.510769
724050685015378,SAO_JOSE_ROÇADO,Sao Jose,2026-03-05,TARDE,1392,6144,75452596772,10975368768,481,0.0678,0.354,4382,3638,-27.567222,-48.617175
724050685015378,SAO_JOSE_ROÇADO,Sao Jose,2026-03-05,NOITE,1215,5143,62671511585,9170964659,483,0.0715,0.355,3783,2929,-27.567222,-48.617175
724050685015378,SAO_JOSE_ROÇADO,Sao Jose,2026-03-05,MANHA,1157,4914,58868839846,8991683241,486,0.0678,0.364,3396,2781,-27.567222,-48.617175
724050699654556,LAGOA_CONCEICAO,Florianopolis,2026-03-06,MADRUGADA,576,2198,28434732254,4288473129,487,0.0705,0.356,1559,1216,-27.63325,-48.473389
7240501005162597,LAGOA_CONCEICAO,Florianopolis,2026-03-08,MADRUGADA,554,2104,36720552721,5528869459,496,0.067,0.367,1464,1168,-27.573889,-48.431667
7240501005162597,LAGOA_CONCEICAO,Florianopolis,2026-03-08,NOITE,2184,10365,187502960715,28628544568,493,0.0687,0.348,7449,5865,-27.573889,-48.431667
724050699654513,LAGOA_CONCEICAO,Florianopolis,2026-03-08,MANHA,1280,5349,97242269236,14397202423,484,0.0661,0.351,3710,2991,-27.572611,-48.430139
724050684145529,LAGOA_CONCEICAO,Florianopolis,2026-03-10,MANHA,1739,7654,117622534071,17428981881,482,0.0692,0.342,5546,4325,-27.6044,-48.4752
724050684145529,LAGOA_CONCEICAO,Florianopolis,2026-03-10,TARDE,2037,9350,138823101539,21013027406,480,0.0682,0.349,6867,5406,-27.6044,-48.4752
724050683983270,CBD_BEIRAMAR,Florianopolis,2026-03-12,NOITE,2195,9590,144603480525,21620554170,483,0.0686,0.353,6800,5427,-27.591528,-48.552775
724050698410270,INGLESES,Florianopolis,2026-03-12,MADRUGADA,559,2068,29269158733,4270808644,484,0.0669,0.351,1476,1183,-27.462892,-48.383642
7240501005162775,CANASVIEIRAS,Florianopolis,2026-03-13,MADRUGADA,693,2515,52536136528,7971096872,476,0.0675,0.346,1814,1459,-27.434294,-48.460597
724050699861772,ESTREITO_CAPOEIRAS,Sao Jose,2026-03-14,MADRUGADA,517,1811,30306768366,4546657986,486,0.0688,0.338,1427,1090,-27.592778,-48.606389
724050699323290,AEROPORTO_HLZ,Florianopolis,2026-03-14,NOITE,2098,9826,190131855183,28389307625,474,0.0689,0.353,7031,5650,-27.687672,-48.565403
7240501005162716,LAGOA_CONCEICAO,Florianopolis,2026-03-15,MADRUGADA,531,1930,34954565916,5194482191,480,0.067,0.359,1405,1093,-27.633306,-48.473306
7240501003294445,SC401_CORREDOR,Florianopolis,2026-03-01,NOITE,1920,8867,152140826524,22650314618,468,0.0704,0.347,6226,5093,-27.538056,-48.527389
724050699979439,SAO_JOSE_CENTRO,Sao Jose,2026-03-02,MANHA,3385,15593,289281462730,44096966970,481,0.0695,0.354,11068,8775,-27.600028,-48.608417
724050699925258,SAO_JOSE_ROÇADO,Sao Jose,2026-03-03,NOITE,1163,4942,60080094172,9058587981,477,0.0699,0.351,3732,2948,-27.5465,-48.629694
724050699925258,SAO_JOSE_ROÇADO,Sao Jose,2026-03-03,MANHA,1189,5191,65335837763,9604566313,482,0.0704,0.346,3748,2963,-27.5465,-48.629694
724050684646269,SAO_JOSE_CENTRO,Sao Jose,2026-03-04,MANHA,3389,15507,289822762877,43151592564,479,0.0689,0.353,11262,8918,-27.608008,-48.62685
7240501005162856,JURERE,Florianopolis,2026-03-05,TARDE,1937,9002,135782904357,20166661000,486,0.0684,0.346,6539,5255,-27.439331,-48.489575
724050697792102,CBD_BEIRAMAR,Florianopolis,2026-03-05,TARDE,2547,11696,163138144443,24520804534,485,0.0678,0.349,8403,6578,-27.591372,-48.552747
724050685015394,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-05,NOITE,1776,7947,107206454627,16482985449,473,0.0704,0.351,5661,4566,-27.586064,-48.609675
724050685015394,SAO_JOSE_KOBRASOL,Sao Jose,2026-03-05,TARDE,2150,9934,141121835838,21025909387,483,0.0678,0.352,6789,5629,-27.586064,-48.609675
724050696484315,INGLESES,Florianopolis,2026-03-06,MANHA,1677,7478,99286811010,14779694237,481,0.0682,0.351,5072,4317,-27.43975,-48.419811
