ecgi_origem,lat_origem,lon_origem,cluster_origem,municipio_origem,ecgi_destino,lat_destino,lon_destino,cluster_destino,municipio_destino,n_usuarios,n_transicoes,dist_km,periodo_predominante,pct_do_cluster_origem
7240501005162651,-27.466247,-48.382028,INGLESES,Florianopolis,724050684142660,-27.6075,-48.638889,SAO_JOSE_KOBRASOL,Sao Jose,192,197,29.801,MANHA,0.7
724050684142660,-27.6075,-48.638889,SAO_JOSE_KOBRASOL,Sao Jose,724050699654920,-27.443417,-48.502056,JURERE,Florianopolis,209,214,22.692,MANHA,0.7
724050699654920,-27.443417,-48.502056,JURERE,Florianopolis,724050698820037,-27.658469,-48.506081,CAMPECHE,Florianopolis,196,199,23.916,TARDE,0.8
7240501005162694,-27.481442,-48.49175,NORTE_ILHA,Florianopolis,7240501005162643,-27.542653,-48.505306,RESIDENCIAL_NORTE,Florianopolis,197,203,6.936,MANHA,0.8
7240501005162643,-27.542653,-48.505306,RESIDENCIAL_NORTE,Florianopolis,7240501005162619,-27.588331,-48.498056,TRINDADE,Florianopolis,205,209,5.129,MANHA,0.7
7240501003862931,-27.591397,-48.54975,CBD_BEIRAMAR,Florianopolis,724050696484323,-27.497669,-48.419811,NORTE_ILHA,Florianopolis,207,212,16.515,MANHA,0.6
724050696483882,-27.599642,-48.468531,LAGOA_CONCEICAO,Florianopolis,7240501003494940,-27.578531,-48.510769,SC401_CORREDOR,Florianopolis,187,187,4.779,MANHA,0.7
7240501005162562,-27.604942,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,724050685014142,-27.605047,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,820,849,0.012,MANHA,3.1
724050683790307,-27.5865,-48.4968,SC401_CORREDOR,Florianopolis,7240501005162651,-27.466247,-48.382028,INGLESES,Florianopolis,190,191,17.518,MANHA,0.7
7240501003508453,-27.603972,-48.581722,VIA_EXPRESSA_CORREDOR,Florianopolis,7240501004978224,-27.508108,-48.654131,BIGUACU_BR101_NORTE,Biguacu,220,222,12.829,MANHA,0.8
724050683935003,-27.594397,-48.556111,UFSC,Florianopolis,724050697341860,-27.596094,-48.599653,ESTREITO_CAPOEIRAS,Florianopolis,187,191,4.295,MANHA,0.6
7240501005162783,-27.596942,-48.549719,UFSC,Florianopolis,724050697397122,-27.5886,-48.590167,ESTREITO_CAPOEIRAS,Florianopolis,195,200,4.093,MANHA,0.7
724050698410114,-27.531419,-48.635089,BIGUACU_BR101_NORTE,Biguacu,724050696484153,-27.612097,-48.543378,TRINDADE,Florianopolis,218,222,12.736,MANHA,0.8
724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,7240501005162619,-27.588331,-48.498056,TRINDADE,Florianopolis,223,228,14.59,MANHA,1.0
724050697397122,-27.5886,-48.590167,ESTREITO_CAPOEIRAS,Florianopolis,724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,180,182,4.497,MANHA,0.7
724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,7240501005162570,-27.574167,-48.533889,SC401_CORREDOR,Florianopolis,194,197,1.61,MANHA,0.6
7240501005162546,-27.680831,-48.4925,CAMPECHE,Florianopolis,724050698410270,-27.462892,-48.383642,INGLESES,Florianopolis,198,202,26.503,MANHA,0.7
724050698410270,-27.462892,-48.383642,INGLESES,Florianopolis,7240501005162856,-27.439331,-48.489575,JURERE,Florianopolis,202,203,10.776,TARDE,0.8
724050684646269,-27.608008,-48.62685,SAO_JOSE_CENTRO,Sao Jose,7240501005162562,-27.604942,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,208,210,3.225,MANHA,0.6
7240501005162562,-27.604942,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,724050683790307,-27.5865,-48.4968,SC401_CORREDOR,Florianopolis,178,178,9.825,MANHA,0.7
724050697605965,-27.582264,-48.534361,CBD_BEIRAMAR,Florianopolis,724050699871808,-27.618972,-48.634694,SAO_JOSE_CENTRO,Sao Jose,186,188,10.696,MANHA,0.6
724050699654467,-27.574556,-48.510583,SC401_CORREDOR,Florianopolis,724050699925231,-27.600833,-48.648111,SAO_JOSE_KOBRASOL,Sao Jose,213,215,13.865,MANHA,0.8
724050684142660,-27.6075,-48.638889,SAO_JOSE_KOBRASOL,Sao Jose,724050697326900,-27.612839,-48.593017,VIA_EXPRESSA_CORREDOR,Florianopolis,185,185,4.559,MANHA,0.7
724050697326900,-27.612839,-48.593017,VIA_EXPRESSA_CORREDOR,Florianopolis,724050699925215,-27.578972,-48.609,ESTREITO_CAPOEIRAS,Sao Jose,199,200,4.082,MANHA,0.7
7240501003495564,-27.593478,-48.552089,UFSC,Florianopolis,7240501003862931,-27.591397,-48.54975,CBD_BEIRAMAR,Florianopolis,188,192,0.327,MANHA,0.7
724050699871808,-27.618972,-48.634694,SAO_JOSE_CENTRO,Sao Jose,724050697545253,-27.537189,-48.527061,SC401_CORREDOR,Florianopolis,194,196,13.973,MANHA,0.6
724050699871808,-27.618972,-48.634694,SAO_JOSE_CENTRO,Sao Jose,724050697605965,-27.582264,-48.534361,CBD_BEIRAMAR,Florianopolis,203,205,10.696,MANHA,0.6
724050683793381,-27.599258,-48.579861,ESTREITO_CAPOEIRAS,Florianopolis,724050685015130,-27.622639,-48.674258,PALHOCA_PEDRA_BRANCA,Palhoca,201,206,9.658,MANHA,0.7
724050685015130,-27.622639,-48.674258,PALHOCA_PEDRA_BRANCA,Palhoca,7240501003861722,-27.601811,-48.526975,TRINDADE,Florianopolis,197,198,14.695,TARDE,0.7
724050684142660,-27.6075,-48.638889,SAO_JOSE_KOBRASOL,Sao Jose,7240501005162635,-27.592608,-48.555469,UFSC,Florianopolis,216,219,8.385,MANHA,0.8
7240501005162783,-27.596942,-48.549719,UFSC,Florianopolis,7240501005938420,-27.722875,-48.563117,AEROPORTO_HLZ,Florianopolis,211,213,14.065,MANHA,0.7
7240501005162570,-27.574167,-48.533889,SC401_CORREDOR,Florianopolis,724050699925240,-27.571944,-48.603917,ESTREITO_CAPOEIRAS,Sao Jose,233,244,6.907,MANHA,0.9
724050699925240,-27.571944,-48.603917,ESTREITO_CAPOEIRAS,Sao Jose,724050696484161,-27.598331,-48.576389,ESTREITO_CAPOEIRAS,Florianopolis,817,847,3.996,MANHA,3.0
724050696484161,-27.598331,-48.576389,ESTREITO_CAPOEIRAS,Florianopolis,724050696484293,-27.434297,-48.460603,CANASVIEIRAS,Florianopolis,187,194,21.519,MANHA,0.7
724050698820053,-27.750786,-48.508767,CAMPECHE,Florianopolis,724050699925258,-27.5465,-48.629694,SAO_JOSE_ROÇADO,Sao Jose,193,197,25.649,MANHA,0.7
724050699925258,-27.5465,-48.629694,SAO_JOSE_ROÇADO,Sao Jose,7240501005162783,-27.596942,-48.549719,UFSC,Florianopolis,200,200,9.675,MANHA,0.9
724050697605965,-27.582264,-48.534361,CBD_BEIRAMAR,Florianopolis,7240501003370664,-27.673358,-48.656689,SAO_JOSE_BARREIROS,Palhoca,185,188,15.743,MANHA,0.6
724050684142660,-27.6075,-48.638889,SAO_JOSE_KOBRASOL,Sao Jose,724050697368777,-27.595017,-48.548794,CBD_BEIRAMAR,Florianopolis,175,178,8.986,MANHA,0.6
724050697368777,-27.595017,-48.548794,CBD_BEIRAMAR,Florianopolis,724050696484269,-27.664203,-48.534994,AEROPORTO_HLZ,Florianopolis,214,218,7.812,MANHA,0.7
724050696484269,-27.664203,-48.534994,AEROPORTO_HLZ,Florianopolis,724050699654513,-27.572611,-48.430139,LAGOA_CONCEICAO,Florianopolis,197,200,14.507,MANHA,0.7
724050699654513,-27.572611,-48.430139,LAGOA_CONCEICAO,Florianopolis,724050696484277,-27.682578,-48.491986,CAMPECHE,Florianopolis,211,217,13.662,MANHA,0.8
724050696484277,-27.682578,-48.491986,CAMPECHE,Florianopolis,7240501005162864,-27.609442,-48.449442,LAGOA_CONCEICAO,Florianopolis,197,198,9.149,MANHA,0.7
7240501005162864,-27.609442,-48.449442,LAGOA_CONCEICAO,Florianopolis,7240501003962715,-27.508108,-48.654131,BIGUACU_BR101_NORTE,Biguacu,218,221,23.111,MANHA,0.8
7240501005162619,-27.588331,-48.498056,TRINDADE,Florianopolis,724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,208,212,4.614,MANHA,0.7
724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,724050698410270,-27.462892,-48.383642,INGLESES,Florianopolis,179,180,20.896,MANHA,0.6
7240501005162589,-27.751942,-48.504442,CAMPECHE,Florianopolis,724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,194,198,18.982,MANHA,0.7
7240501005162660,-27.439567,-48.501131,JURERE,Florianopolis,7240501003862800,-27.586028,-48.547444,CBD_BEIRAMAR,Florianopolis,189,192,16.914,MANHA,0.7
724050697605949,-27.594117,-48.571572,COQUEIROS,Florianopolis,724050684641844,-27.451714,-48.452175,NORTE_ILHA,Florianopolis,223,227,19.732,MANHA,1.0
724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,7240501005172207,-27.705278,-48.505556,CAMPECHE,Florianopolis,192,192,13.92,MANHA,0.6
7240501005162643,-27.542653,-48.505306,RESIDENCIAL_NORTE,Florianopolis,724050698410270,-27.462892,-48.383642,INGLESES,Florianopolis,202,207,14.921,MANHA,0.7
724050698410270,-27.462892,-48.383642,INGLESES,Florianopolis,724050684641810,-27.568425,-48.513053,SC401_CORREDOR,Florianopolis,187,189,17.337,MANHA,0.7
724050683793381,-27.599258,-48.579861,ESTREITO_CAPOEIRAS,Florianopolis,724050696484153,-27.612097,-48.543378,TRINDADE,Florianopolis,203,203,3.868,MANHA,0.7
7240501003494940,-27.578531,-48.510769,SC401_CORREDOR,Florianopolis,724050699654432,-27.594083,-48.521139,TRINDADE,Florianopolis,204,210,2.009,MANHA,0.8
7240501005162597,-27.573889,-48.431667,LAGOA_CONCEICAO,Florianopolis,724050683790307,-27.5865,-48.4968,SC401_CORREDOR,Florianopolis,193,193,6.571,MANHA,0.7
7240501005162775,-27.434294,-48.460597,CANASVIEIRAS,Florianopolis,724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,200,200,11.804,MANHA,0.7
724050699979439,-27.600028,-48.608417,SAO_JOSE_CENTRO,Sao Jose,724050683935003,-27.594397,-48.556111,UFSC,Florianopolis,174,175,5.192,MANHA,0.5
724050699842719,-27.56575,-48.626139,SAO_JOSE_ROÇADO,Sao Jose,724050683793438,-27.482269,-48.491897,NORTE_ILHA,Florianopolis,192,193,16.168,MANHA,0.8
724050683793438,-27.482269,-48.491897,NORTE_ILHA,Florianopolis,7240501000087309,-27.584058,-48.619528,SAO_JOSE_KOBRASOL,Sao Jose,219,222,16.926,MANHA,0.9
7240501005172215,-27.451806,-48.452108,NORTE_ILHA,Florianopolis,7240501003962715,-27.508108,-48.654131,BIGUACU_BR101_NORTE,Biguacu,207,209,20.89,MANHA,0.8
724050698410114,-27.531419,-48.635089,BIGUACU_BR101_NORTE,Biguacu,7240501005162562,-27.604942,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,208,211,9.11,MANHA,0.8
7240501005162732,-27.496108,-48.418608,NORTE_ILHA,Florianopolis,7240501005162600,-27.585,-48.543889,CBD_BEIRAMAR,Florianopolis,197,200,15.82,MANHA,0.8
724050684646269,-27.608008,-48.62685,SAO_JOSE_CENTRO,Sao Jose,7240501005938420,-27.722875,-48.563117,AEROPORTO_HLZ,Florianopolis,186,191,14.231,MANHA,0.6
724050683793438,-27.482269,-48.491897,NORTE_ILHA,Florianopolis,7240501005162716,-27.633306,-48.473306,LAGOA_CONCEICAO,Florianopolis,197,197,16.894,MANHA,0.8
7240501005162716,-27.633306,-48.473306,LAGOA_CONCEICAO,Florianopolis,7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,219,220,8.937,MANHA,0.8
7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,7240501005162775,-27.434294,-48.460597,CANASVIEIRAS,Florianopolis,216,223,15.301,MANHA,0.8
724050687263808,-27.439722,-48.387592,INGLESES,Florianopolis,7240501005162619,-27.588331,-48.498056,TRINDADE,Florianopolis,167,171,19.792,MANHA,0.6
724050697792102,-27.591372,-48.552747,CBD_BEIRAMAR,Florianopolis,724050684641810,-27.568425,-48.513053,SC401_CORREDOR,Florianopolis,210,211,4.671,MANHA,0.7
7240501005162570,-27.574167,-48.533889,SC401_CORREDOR,Florianopolis,7240501004550410,-27.590569,-48.557111,UFSC,Florianopolis,181,183,2.927,TARDE,0.7
7240501004550410,-27.590569,-48.557111,UFSC,Florianopolis,7240501005172207,-27.705278,-48.505556,CAMPECHE,Florianopolis,218,220,13.729,MANHA,0.8
7240501005162660,-27.439567,-48.501131,JURERE,Florianopolis,7240501004978224,-27.508108,-48.654131,BIGUACU_BR101_NORTE,Biguacu,200,200,16.909,MANHA,0.8
724050699871808,-27.618972,-48.634694,SAO_JOSE_CENTRO,Sao Jose,724050684145073,-27.587967,-48.555231,CBD_BEIRAMAR,Florianopolis,196,199,8.556,MANHA,0.6
7240501003495238,-27.596111,-48.525528,TRINDADE,Florianopolis,724050683790307,-27.5865,-48.4968,SC401_CORREDOR,Florianopolis,195,199,3.026,MANHA,0.6
7240501005162759,-27.597667,-48.585108,ESTREITO_CAPOEIRAS,Florianopolis,7240501005309970,-27.699858,-48.550608,AEROPORTO_HLZ,Florianopolis,222,225,11.86,MANHA,0.8
7240501003862800,-27.586028,-48.547444,CBD_BEIRAMAR,Florianopolis,724050698422520,-27.5843,-48.501864,SC401_CORREDOR,Florianopolis,226,228,4.496,MANHA,0.7
724050699925282,-27.599583,-48.620278,SAO_JOSE_KOBRASOL,Sao Jose,7240501005162660,-27.439567,-48.501131,JURERE,Florianopolis,185,186,21.322,MANHA,0.7
724050684142660,-27.6075,-48.638889,SAO_JOSE_KOBRASOL,Sao Jose,7240501003508453,-27.603972,-48.581722,VIA_EXPRESSA_CORREDOR,Florianopolis,191,197,5.647,MANHA,0.7
7240501003508453,-27.603972,-48.581722,VIA_EXPRESSA_CORREDOR,Florianopolis,724050699861713,-27.582278,-48.677056,SAO_JOSE_ROÇADO,Sao Jose,186,189,9.7,MANHA,0.7
724050699861713,-27.582278,-48.677056,SAO_JOSE_ROÇADO,Sao Jose,7240501004011684,-27.594453,-48.586731,ESTREITO_CAPOEIRAS,Florianopolis,207,208,9.004,MANHA,0.9
724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,7240501005162767,-27.583889,-48.523889,TRINDADE,Florianopolis,214,218,12.002,MANHA,0.9
7240501005162643,-27.542653,-48.505306,RESIDENCIAL_NORTE,Florianopolis,7240501005162864,-27.609442,-48.449442,LAGOA_CONCEICAO,Florianopolis,211,213,9.245,MANHA,0.8
724050697792102,-27.591372,-48.552747,CBD_BEIRAMAR,Florianopolis,724050697341860,-27.596094,-48.599653,ESTREITO_CAPOEIRAS,Florianopolis,186,188,4.652,MANHA,0.6
724050697341860,-27.596094,-48.599653,ESTREITO_CAPOEIRAS,Florianopolis,724050699861578,-27.572972,-48.617889,SAO_JOSE_KOBRASOL,Sao Jose,196,200,3.137,MANHA,0.7
724050699861578,-27.572972,-48.617889,SAO_JOSE_KOBRASOL,Sao Jose,724050685014142,-27.605047,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,191,198,4.257,MANHA,0.7
7240501005162600,-27.585,-48.543889,CBD_BEIRAMAR,Florianopolis,724050685015130,-27.622639,-48.674258,PALHOCA_PEDRA_BRANCA,Palhoca,194,194,13.511,MANHA,0.6
724050685015130,-27.622639,-48.674258,PALHOCA_PEDRA_BRANCA,Palhoca,724050698098013,-27.574,-48.533583,SC401_CORREDOR,Florianopolis,208,211,14.88,MANHA,0.8
7240501005162708,-27.441667,-48.385831,INGLESES,Florianopolis,724050699842719,-27.56575,-48.626139,SAO_JOSE_ROÇADO,Sao Jose,208,211,27.425,MANHA,0.8
724050697368777,-27.595017,-48.548794,CBD_BEIRAMAR,Florianopolis,7240501005162864,-27.609442,-48.449442,LAGOA_CONCEICAO,Florianopolis,194,197,9.921,MANHA,0.6
7240501005162864,-27.609442,-48.449442,LAGOA_CONCEICAO,Florianopolis,724050684646269,-27.608008,-48.62685,SAO_JOSE_CENTRO,Sao Jose,210,210,17.481,MANHA,0.8
724050684646269,-27.608008,-48.62685,SAO_JOSE_CENTRO,Sao Jose,7240501005162724,-27.658331,-48.505831,CAMPECHE,Florianopolis,196,199,13.17,MANHA,0.6
7240501003510334,-27.580392,-48.542172,CBD_BEIRAMAR,Florianopolis,7240501005162864,-27.609442,-48.449442,LAGOA_CONCEICAO,Florianopolis,200,201,9.692,MANHA,0.6
724050699861772,-27.592778,-48.606389,ESTREITO_CAPOEIRAS,Sao Jose,724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,188,191,11.52,MANHA,0.7
724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,724050697342190,-27.5834,-48.544683,CBD_BEIRAMAR,Florianopolis,222,231,6.734,MANHA,0.8
724050697342190,-27.5834,-48.544683,CBD_BEIRAMAR,Florianopolis,724050698098013,-27.574,-48.533583,SC401_CORREDOR,Florianopolis,204,207,1.513,MANHA,0.6
724050698098013,-27.574,-48.533583,SC401_CORREDOR,Florianopolis,724050699925215,-27.578972,-48.609,ESTREITO_CAPOEIRAS,Sao Jose,177,179,7.454,MANHA,0.7
7240501003861722,-27.601811,-48.526975,TRINDADE,Florianopolis,724050699979439,-27.600028,-48.608417,SAO_JOSE_CENTRO,Sao Jose,208,208,8.028,MANHA,0.7
724050699979439,-27.600028,-48.608417,SAO_JOSE_CENTRO,Sao Jose,724050696484323,-27.497669,-48.419811,NORTE_ILHA,Florianopolis,199,204,21.801,MANHA,0.6
724050696484323,-27.497669,-48.419811,NORTE_ILHA,Florianopolis,724050698586638,-27.607781,-48.634719,SAO_JOSE_KOBRASOL,Sao Jose,214,215,24.47,MANHA,0.8
7240501004978224,-27.508108,-48.654131,BIGUACU_BR101_NORTE,Biguacu,724050684641844,-27.451714,-48.452175,NORTE_ILHA,Florianopolis,168,174,20.886,MANHA,0.6
724050684641844,-27.451714,-48.452175,NORTE_ILHA,Florianopolis,7240501005162724,-27.658331,-48.505831,CAMPECHE,Florianopolis,209,211,23.576,MANHA,0.8
724050697368777,-27.595017,-48.548794,CBD_BEIRAMAR,Florianopolis,724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,184,188,9.835,MANHA,0.6
724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,724050698820053,-27.750786,-48.508767,CAMPECHE,Florianopolis,200,200,24.09,MANHA,0.9
724050684142660,-27.6075,-48.638889,SAO_JOSE_KOBRASOL,Sao Jose,7240501005162570,-27.574167,-48.533889,SC401_CORREDOR,Florianopolis,199,201,10.991,MANHA,0.7
724050696484269,-27.664203,-48.534994,AEROPORTO_HLZ,Florianopolis,7240501005162554,-27.616389,-48.587497,VIA_EXPRESSA_CORREDOR,Florianopolis,174,175,7.417,MANHA,0.7
7240501005162554,-27.616389,-48.587497,VIA_EXPRESSA_CORREDOR,Florianopolis,724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,224,226,12.093,MANHA,0.8
7240501003510334,-27.580392,-48.542172,CBD_BEIRAMAR,Florianopolis,7240501003294445,-27.538056,-48.527389,SC401_CORREDOR,Florianopolis,182,186,4.928,MANHA,0.6
7240501003294445,-27.538056,-48.527389,SC401_CORREDOR,Florianopolis,724050683793438,-27.482269,-48.491897,NORTE_ILHA,Florianopolis,194,200,7.123,MANHA,0.7
724050683793438,-27.482269,-48.491897,NORTE_ILHA,Florianopolis,724050685015378,-27.567222,-48.617175,SAO_JOSE_ROÇADO,Sao Jose,188,190,15.551,MANHA,0.7
7240501005162538,-27.66,-48.543331,AEROPORTO_HLZ,Florianopolis,7240501004978224,-27.508108,-48.654131,BIGUACU_BR101_NORTE,Biguacu,195,198,20.112,MANHA,0.7
7240501003862931,-27.591397,-48.54975,CBD_BEIRAMAR,Florianopolis,7240501003962715,-27.508108,-48.654131,BIGUACU_BR101_NORTE,Biguacu,198,201,13.844,MANHA,0.6
7240501003508453,-27.603972,-48.581722,VIA_EXPRESSA_CORREDOR,Florianopolis,724050696484153,-27.612097,-48.543378,TRINDADE,Florianopolis,201,206,3.885,MANHA,0.7
724050684641844,-27.451714,-48.452175,NORTE_ILHA,Florianopolis,7240501005319917,-27.56265,-48.516522,SC401_CORREDOR,Florianopolis,189,195,13.872,MANHA,0.7
7240501005162589,-27.751942,-48.504442,CAMPECHE,Florianopolis,7240501005162791,-27.529167,-48.510831,RESIDENCIAL_NORTE,Florianopolis,181,181,24.779,MANHA,0.7
724050698410254,-27.489517,-48.535633,JURERE,Florianopolis,724050683983270,-27.591528,-48.552775,CBD_BEIRAMAR,Florianopolis,211,215,11.468,MANHA,0.8
724050683983270,-27.591528,-48.552775,CBD_BEIRAMAR,Florianopolis,724050698098013,-27.574,-48.533583,SC401_CORREDOR,Florianopolis,178,182,2.716,MANHA,0.6
724050696484315,-27.43975,-48.419811,INGLESES,Florianopolis,724050699925258,-27.5465,-48.629694,SAO_JOSE_ROÇADO,Sao Jose,190,200,23.864,MANHA,0.7
724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,724050699871808,-27.618972,-48.634694,SAO_JOSE_CENTRO,Sao Jose,187,190,15.52,MANHA,0.7
7240501005162759,-27.597667,-48.585108,ESTREITO_CAPOEIRAS,Florianopolis,724050699871824,-27.570472,-48.644611,SAO_JOSE_ROÇADO,Sao Jose,194,195,6.598,MANHA,0.7
724050699871808,-27.618972,-48.634694,SAO_JOSE_CENTRO,Sao Jose,724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,200,208,15.52,MANHA,0.6
724050683935003,-27.594397,-48.556111,UFSC,Florianopolis,724050699925258,-27.5465,-48.629694,SAO_JOSE_ROÇADO,Sao Jose,193,195,8.998,MANHA,0.7
724050698410254,-27.489517,-48.535633,JURERE,Florianopolis,724050685015394,-27.586064,-48.609675,SAO_JOSE_KOBRASOL,Sao Jose,192,193,12.983,MANHA,0.7
724050697341879,-27.542733,-48.505306,RESIDENCIAL_NORTE,Florianopolis,724050697792102,-27.591372,-48.552747,CBD_BEIRAMAR,Florianopolis,206,209,7.15,MANHA,0.7
7240501004978224,-27.508108,-48.654131,BIGUACU_BR101_NORTE,Biguacu,724050699844282,-27.594139,-48.612611,SAO_JOSE_KOBRASOL,Sao Jose,180,181,10.405,MANHA,0.7
724050698820053,-27.750786,-48.508767,CAMPECHE,Florianopolis,724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,190,194,18.772,MANHA,0.7
724050684142457,-27.585,-48.544722,CBD_BEIRAMAR,Florianopolis,7240501003370664,-27.673358,-48.656689,SAO_JOSE_BARREIROS,Palhoca,205,208,14.772,MANHA,0.6
7240501003370664,-27.673358,-48.656689,SAO_JOSE_BARREIROS,Palhoca,7240501005162767,-27.583889,-48.523889,TRINDADE,Florianopolis,190,190,16.436,MANHA,0.8
7240501005162759,-27.597667,-48.585108,ESTREITO_CAPOEIRAS,Florianopolis,724050683935372,-27.7,-48.550647,AEROPORTO_HLZ,Florianopolis,216,218,11.874,MANHA,0.8
724050697605965,-27.582264,-48.534361,CBD_BEIRAMAR,Florianopolis,7240501005162562,-27.604942,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,191,193,6.423,MANHA,0.6
7240501004550410,-27.590569,-48.557111,UFSC,Florianopolis,7240501005162627,-27.603889,-48.577778,VIA_EXPRESSA_CORREDOR,Florianopolis,207,211,2.518,MANHA,0.7
7240501005162627,-27.603889,-48.577778,VIA_EXPRESSA_CORREDOR,Florianopolis,724050687263808,-27.439722,-48.387592,INGLESES,Florianopolis,193,195,26.172,TARDE,0.7
724050697545253,-27.537189,-48.527061,SC401_CORREDOR,Florianopolis,7240501005162643,-27.542653,-48.505306,RESIDENCIAL_NORTE,Florianopolis,217,219,2.229,MANHA,0.8
7240501005162643,-27.542653,-48.505306,RESIDENCIAL_NORTE,Florianopolis,724050696484315,-27.43975,-48.419811,INGLESES,Florianopolis,192,192,14.214,MANHA,0.7
724050698586638,-27.607781,-48.634719,SAO_JOSE_KOBRASOL,Sao Jose,724050699323290,-27.687672,-48.565403,AEROPORTO_HLZ,Florianopolis,183,186,11.204,MANHA,0.7
724050685014142,-27.605047,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,724050698098013,-27.574,-48.533583,SC401_CORREDOR,Florianopolis,207,209,6.909,MANHA,0.8
724050698410289,-27.637456,-48.666794,PALHOCA_CENTRO,Palhoca,7240501005162520,-27.439442,-48.419442,INGLESES,Florianopolis,185,185,32.857,MANHA,0.8
7240501005162759,-27.597667,-48.585108,ESTREITO_CAPOEIRAS,Florianopolis,7240501004978224,-27.508108,-48.654131,BIGUACU_BR101_NORTE,Biguacu,221,223,12.061,MANHA,0.8
7240501005162708,-27.441667,-48.385831,INGLESES,Florianopolis,724050697326900,-27.612839,-48.593017,VIA_EXPRESSA_CORREDOR,Florianopolis,199,200,27.922,MANHA,0.8
724050683935372,-27.7,-48.550647,AEROPORTO_HLZ,Florianopolis,7240501000087309,-27.584058,-48.619528,SAO_JOSE_KOBRASOL,Sao Jose,216,216,14.569,MANHA,0.8
7240501000087309,-27.584058,-48.619528,SAO_JOSE_KOBRASOL,Sao Jose,724050699109663,-27.482361,-48.491944,NORTE_ILHA,Florianopolis,201,202,16.915,MANHA,0.7
724050699844282,-27.594139,-48.612611,SAO_JOSE_KOBRASOL,Sao Jose,7240501005162589,-27.751942,-48.504442,CAMPECHE,Florianopolis,188,189,20.527,MANHA,0.7
724050697397122,-27.5886,-48.590167,ESTREITO_CAPOEIRAS,Florianopolis,724050684641810,-27.568425,-48.513053,SC401_CORREDOR,Florianopolis,207,210,7.925,MANHA,0.8
724050684641810,-27.568425,-48.513053,SC401_CORREDOR,Florianopolis,724050699861713,-27.582278,-48.677056,SAO_JOSE_ROÇADO,Sao Jose,192,195,16.238,MANHA,0.7
7240501005162651,-27.466247,-48.382028,INGLESES,Florianopolis,724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,191,194,14.789,MANHA,0.7
724050684142570,-27.529258,-48.514072,RESIDENCIAL_NORTE,Florianopolis,7240501005162562,-27.604942,-48.594306,ESTREITO_CAPOEIRAS,Florianopolis,186,187,11.549,MANHA,0.7
7240501005309970,-27.699858,-48.550608,AEROPORTO_HLZ,Florianopolis,7240501005162546,-27.680831,-48.4925,CAMPECHE,Florianopolis,203,210,6.1,MANHA,0.8
7240501005162546,-27.680831,-48.4925,CAMPECHE,Florianopolis,724050697605965,-27.582264,-48.534361,CBD_BEIRAMAR,Florianopolis,216,218,11.71,MANHA,0.8
724050697341879,-27.542733,-48.505306,RESIDENCIAL_NORTE,Florianopolis,7240501005162716,-27.633306,-48.473306,LAGOA_CONCEICAO,Florianopolis,215,220,10.553,MANHA,0.8
7240501005162570,-27.574167,-48.533889,SC401_CORREDOR,Florianopolis,724050699654467,-27.574556,-48.510583,SC401_CORREDOR,Florianopolis,837,882,2.298,MANHA,3.2
724050688192491,-27.570694,-48.644742,SAO_JOSE_ROÇADO,Sao Jose,7240501003861722,-27.601811,-48.526975,TRINDADE,Florianopolis,177,181,12.111,MANHA,0.8
7240501003861722,-27.601811,-48.526975,TRINDADE,Florianopolis,7240501005162732,-27.496108,-48.418608,NORTE_ILHA,Florianopolis,198,203,15.884,MANHA,0.7
